articles,pred,confint
new license requires car registration slipmotorists whose certificates of registration have been lost or made illegible by mutilation or other damage should make immediate application for a new slip in order to be prepared to apply early for their new plates when the 1933 renewal period opens this is the advice sounded by the california state automobile association which points out that the period will be shorter than last year opening january 3 and closing january 31 after midnight january 31 the regular registration fee will be doubled as a penalty for delay application forms for duplicate certificates of registration may be obtained by writing to the main office of the department of motor vehicles at sacramento at any branch office of the department or from any inspector of the california highway patrol or member motorists may obtain them at any branch office of the automobile association it is also important that those who have purchased cars during the year and upon which the proper transfer has not been made shall have this done before the renewal period while the renewal period has been shortened no difficulty is expected in handling the issuance of nearly 2 250 000 new license plates during that time motorists will be urged to cooperate in minimizing the last minute rush by making their application promptly after the period opens new plates will be issued by the department of motor vehicles at its offices in sacramento san francisco oakland san jose and fresno in this area the thirty three district offices of the automobile association in northern and central california will render the services to members and to motorists having registration in other states and desiring to secure california licenses mail applications will be accepted in the sacramento office of the department of motor vehicles from december 1 this year although new plates will not be mailed until after the christmas rush the fee is still $3 for re registration of private passenger cars with a graduated weight fee for commercial vehicles ,0,0.8132426075012209
the day of little businessit is often argued that the development of large businesses especially in retail fields has tended to destroy little businesses and to make it next to impossible for a man without vast capital to set up his own establishment this argument has a strong appeal but apparent facts contradict it during the depression thousands of little businesses sprung up in this country largely because of the difficulties of individuals in finding employment these little businesses offered specialized services or lower prices or were the outgrowth of a new idea of some kind many of them found a ready welcome and have prospered with the return of better times they are going ahead and in due course a percentage of them will become big businesses some of these little businesses failed because they provided poor service or did not fill a definite need but many a large business has failed for the same reasons one has only to look around any growing community today and see a legion of opportunities in retail lines for young men and women who are willing to work and realize that riches can t be earned overnight even as changing times made necessary big business combinations to serve the public so the evolutionary process has created a hundred opportunities for small retail businesses where one existed a generation ago the day of little business isn t done it is just beginning ,0,0.6843868609872346
building trades directorystate building trades council headquarters general president and general secretary treasurer 407 grant building market and seventh streets phone hemlock 6110 building trades council headquarter building trades temple phone market 1806 1807 meets every thursday evening brotherhood hall building trades temple guerrero and fourteenth streets executive board of building trade council meets every tuesday evening unity hall building trades temple bay counties district council of carpenters meets every wednesday evening harmony hall building trades temple district council of painters meets every wednesday liberty hall building trades temple building material teamsters no 216 meets every wednesday evening in california hall building trades temple bricklayers union no 7 meets every tuesday night in prosperity hall building trades temple executive board of bridge structural and ornamental iron workers no 377 meets every tuesday evening between 8 and 10 o clock in building trades temple bridge structural and ornamental ironworkers no 377 meets first and third wednesday in prosperity hall building trades temple carpenters union no 22 meets every friday brotherhood hall building trades temple financial secretary s office building trades temple carpenters union no 34 meets every friday at their headquarters 457 bryant street carpenters no 304 meets every monday evening 112 valencia street carpenters union no 483 meets monday evenings carpenters hall 114 valencia street carpenters no 1689 hardwood floorlayers meets every friday evening 112 vaelncia street carpenters no 2164 meets second and fourth fridays friendship hall building trades temple carpet mechanics no 1 of san francisco meets first and third tuesdays in progress hall building trades temple cement finishers union local no 580 meets first and third wednesdays in friendship hall building trades temple cement workers union no 310 meets second and fourth mondays harmony hall building trades temple electrical workers local no 6 meets every wednesday brotherhood hall building trades temple elevator constructors no b meet 8 meet first and third friday evenings harmony hall building trades temple felt and composition roofers no 40meets first and third monday evenings liberty hall building trades temple furniture handlers no i meets second and fourth fridays progress hall building trades temple granite cutters meets fourth thursday of month in eureka hall building trades temple heat frost general insulators and asbestos worker nso 10 meet second and fourth tuesdays eureka hall biulding trades temple hoisting engineers no 59 meets mondays progress hall building trades temple international hod carriers building and common laborers union no 36 meets first and third mondays harmony hall building trades temple journeyman stone cutters meets in building trades temple mantel grate and tile setters helper no 70 meets second and fourth thursdays liberty hall building trades temple marble finishers and bedrubbers no 9 meets second and fourth fridays in liberty hall building trades temple marble workers no 375 meets second wednesday in progress hall building trades temple marble masons union no 25 meets first and third wednesday progress hall building trades temple millmen s union no 42 meets every tuesday evening brotherhood hall building trades temple millwright s union no 766 meets first and third fridays progress hall building trades temple modelers and sculptors meets first and third tuesdays in convention hall building trades temple mosiac and terrazzo workers meets in building trades temple municipal cribbers union no 534 meets second and fourth fridays harmony hall building trades temple ornamental lasterers no 460 meet second and fourth tuesdays eureka hall building trades temple painters no 1158 meets every friday 112 valencia street painters paperhangers and decorator of aemrica local no 19 meets every monday brotherhood hall building trades temple painters paperhangers and decorators of america local no 658 meets first and third thursdays 1524 powell street plasterers union no 66 meets second and fourth wednesdays in friendship hall building trades temple plumbers no 442 meets every friday evening in prosperity hall building tt ades temple sheet metal workers international association local no 104 meets second and fourth fridays 224 guerrero street sign scenic and pictorial painters no 510 meets every friday evening liberty hall building trades temple slate and tile roofers no 15 meets second and fourth tuesdays of each month at examiner hall builidng trades temple sprinkler fitters local no 663 meets second and fourth mondays liberty hall building trades temple steam engineers no 64 meets first and third tuesdays friendship hall building trades temple steam fitters no 509 meets first and third tuesdays liberty hall building trades temple steam shovel and dredgemen s union no 45 meets first of month at 150 hanford building 268 market street stone cutters meet fourth wednesdays in progress hall building trades temple tile setters no 19 meets first and third fridays eureka hall building trades temple united laborers no i meets every tuesday evening california hall building trades temple united glass workers no 159 meet every friday evening california hall building trades temple upholsterers and trimmers union no 3 meets in california hall polk and turk streets second and fourth wednesday evenings varnishers and polishers union no 134 meets every tuesday evening harmony hall building trades temple san francisco wood carver union meets second and fourth fridays eureka hall building trades temple wood wire and metal lather no 65 meets first and third wednesdays 224 guerrero streetthe san francisco bank savings commercial trust incorporated february ioth 1868 one of the oldest banks in california the assets of which have never been increased by mergers or consolidations with other banks member associated savings banks of san francisco 526 california street san francisco cal december 31st 1932 assets united states and other bonds value $64 171 686 00 on books at $ 61 081 697 82 loans on real estate 73 696 959 27 loans on bonds and other securities 1 278 738 75 bank buildings and lots value over $2 135 000 00 on books at 1 00 other real estate value over $500 000 00 on books at loo pension fund value over $800 000 00 on books at 1 00 cash 21 507 228 09 total $157 464 626 93 liabilities due depositors $151 114 626 93 capital stock 1 000 000 00 reserve and contingent funds 5 350 000 00 total $157 464 626 93 the following additional statement may be of interest to the depositors of the bank the earnings of the bank for the entire fiscal year ending december 31st 1932 were as follows income $7 564 580 66 expenses and taxes 906 735 60 net profits $6 657 845 06 the above does not include interest due on loans but not yet collected mission branch mission and 21st streets parkpresido branch clement street and 7th ave haight street branch haight and belvedere streets west portal branch west portal ave and ulloa st dividends on deposits as declared quarterly by the board of directors are computed monthly and compounded quarterly and may be withdrawn quarterly lt tke james h barry co the star press printers and publishers 1122 gt 1124 mission street san francisco books magazines newspapers church society and commercial printing phone m arket 7900 good work fair prices r frigioni telephone prospect 10049 a vivorio bay city grill oysters steaks chops fish and poultry private dining rooms for ladies 45 turk street telephone ordway 6878 san francisco tray service to any part of the city day or night quality vs cheapness maintaining our reputation for quality cleaning and finishing at moderate prices our process of careful cleaning and expert finishing make your clothes wear longer f thomas parisian dyeing and cleaning works main office and works 27 tenth street phone hemlock 0180o connor moffatt amp co now with this frigidaire a magic maid mixer free not only has this all porcelain frigidaire just taken a drastic reduction but during february the marvelous magic maid mixer is given with each purchase free the frigidaire price $143 budget terms fifth floor stockton at o farrell sutter 1800 pompeii macaroni factory inc manufacturer of high grade goods oakland branch 301 franklin st phone laketide 1246 loa angelas branch 103 court st 2997 89 foliom st naar 26th pbona mission 3744 san francisco phone market 6000 united states laundry 1148 harrison street san francisco kane s log cabin dairy lunches 100 per cent union 34 third street corner market and mason races q 15 nightly wild except sunday adm 40c no tax covered grandstand a free parking a no children admitted except with parents 4 belmont,0,0.7903081009938763
electricians elect harrjr brigaert was re elected business representative of electricians union no 6 for the seventh consecutive term brigaert is also vice president of the local building trades council other officers elected for 1928 were president jack martin vice president charles terrill recording secretary howard dunn financial secretary william grimmell treasurer william urmy ,0,0.8118916491747199
a sound killing wallin an attempt to destroy the noise of printing machinery a new york house builder put up a party wall of hollow terracotta blocks stuffed with mineral wool and found that his antinoise device was a success the blocks are of the kind used in fireproof floors and partitions which have been known as good absorbers of sound waves but this is the first test of them purely for that purpose the mineral wool in the air spaces serves as a muffler,0,0.7965679325910582
criticism not deniedwash in gton atlorney general gregory says that the new espionage act shall not apply to honest legitimate criticism of the administration or discussion of government policies protection of loyal persons from unjust suspicion and prosecution is quite as important as the suppression of actual disloyalty the at torney general holds in a letter to united states district attorneys giving instructions under which the new law is to be enforced the attorney general says the prompt and aggressive enforcement of this act is of the highest importance in suppressing disloyal utterances and preventing breaches of peace it is also of great importance that this statute he administered with discretion it should not he permitted to become the medium whereby efforts are made to suppress honest legitimate criticism of the administration or discussion of government policies nor should it be permitted to become a medium for personal feuds or persecution the wide scope of the act and powers conferred increases the importance of discretion in administering it,0,0.779275388266796
president roosevelt names leiserson member of national labor relations boardpresident roosevelt announced the appointment of william m leiserson chairman of the national mediation board to succeed donald wakefield smith as a member of the national labor relations board it is believed the nomination of mr leiserson will be promptly confirmed by the senate william green president of the american federation of labor approved the appointment of mr leiserson while refraining from commenting on the qualifications of the new appointee mr green said the of l would impose no objection to him the nomination is for a five year term dating from august 27 1938 mr smith has been serving on a recess appointment to succeed himself since that date president roosevelt never sent mr smith s appointment to the senate that made it unnecessary to withdraw his name before appointing mr leiserson of l opposed smith the appointment of mr smith was militantly opposed by the american federation of labor whose officers claimed he had assisted in maladministering the national labor relations act against the of l and in favor of the the opposition of the of l to mr smith s reappointment was so emphatic that the 1938 convention of the federation instructed the president and the executive council of the of l to acquaint the senate of the united states with the valid reasons why it is inadvisable that donald wakefield smith s nomination should be confirmed in addition the convention recommended that the president of the american federation of labor be directed to request each candidate for united states senate in the november election to declare his intentions for or against confirmation of donald wakefield smith s nomination before election day and that the officers of the american federation of labor leave no stone unturned or any avenue unexplored for the purpose of preventing the confirmation by the senate of donald wakefield smith as a member of the national labor relations boardleiserson s experience in labor relations mr leiserson 56 years old has had long experience in industrial relations and as a labor economist he served as chief of the labor department division of labor administration in 1918 and 1919 and from 1919 through 1926 he was the chairman of men s clothing industries boards of arbitration in rochester new york baltimore and chicago he was born in reval esthonia april 15 1883 and came to the united states in 1890 he received his undergraduate degree from the university of wisconsin in 1908 and his doctorate from columbiauniversity in 1911 he was deputy state industrial commissioner in wisconsin from 1911 to 1914 and served as assistant director of research for the united states commission on industrial relations in 1914 and 1915 he al so taught economics and political science at toledo university and at antioch college it costs too much hardly a day goes by without our seeing something we want to purchase but don t because it costs too much it may be a suit of clothes or a household convenience it may be something special for dinner whatever it is the belief that it costs too much blocks the purchase and we customarily blame the merchant the merchant may be at fault in some cases but not in the majority he sells as cheaply as he possibly can knowing better than you do that high prices do more than anything else to build up sales resistance believe it or not legislation in many instances is more directly responsible for high prices than the people who make handle and sell commodities a large number of states for example have passed so called fair trade laws these laws vary in detail but all are about the same in principle they effectively block honest competition by preventing merchants from selling certain articles below a specified minimum as a result they place a premium on waste and inefficiency the high cost dealer is allowed to be the arbiter of price and value and the low cost store isn t allowed to cut the price even though it wants to and could do so and still make a satisfactory profit various local surveys concerning the econamic effects of these laws have been made and in every instance the survey have shown that they raise the cost of living and reduce sales the average family spends about all it receives in income and when prices are forced up it must buy fewer or inferior articles so don t blame your merchant when you think prices are too high most of the time he like the consumer is a victim of priceboosting policies which are beyond his control ,0,0.7837532939782735
fourtner candidate for justice of the peacea l fourtner attorney tor the musician s union on tuesday july 16 filed his petition for the nomination for the office of justice of the peace the petition contained 1840 names it being the largest filed by any candidate for this office mr fourtner has a large personal following besides having the solid support of his entry into the campaign for one of the places on the justices benqh will no doubt cause a stirring contest for the office and it is predicted by those who know that he will poll the highest vote for the office the union label is an appeal to principle principle that is above price the principle that a dollar expended in the maintenance of fair labor is worth more in the end than a dollar saved at the bargain counter extract from the postal laws and regulations act of august 24 1912 section 2 all editorial or other reading matter published in any such newspaper magazine or periodical for the publication of which money or other valuable consideration is paid accepted or promised shall be plainly marked advertisement any editor or publisher printing editorial or other reading matter for which compensation is paid accepted or promised without so marking the same shall upon conviction in any court having jurisdiction be fined not less than $5o nor more than $5ooa joint accounts this bank will open accounts in the name of two individuals for instance man and wife either of whom may deposit money for or draw against the account humboldt savings bank 733 market street near fourth san franciscoötmobrrv u ssio shirts nightshirts pajamas collars underwear socks s union 8 5p made amp yftlölm aor of america union label atm^vito gloves suspenders ties helping you help yourself we re ready to supply you with the right things to wear right in style quality and price all bearing the union label sold direct from factory to wearer saving you the jobber s profit ask for the clerks union card everywhere eagleson amp co los angeles 1118 market street opp 7th san francisco sacramento issued weekly by h publishing co incorporated january 16 1900 owned and controlled by the labor unions of ban francisco editor tveitmoe business manager cress gannon notice to advertisers the business manager is the only person authorised to sign advertising contracts for this paper advertising patrons will please take notice advertisers desirous of changing copy must supply same on tuesday of current week otherwise the same ad will be repeated from preceding week notice to secretaries secretaries of unions will please send weekly reports to this office of members who have changed their address giving the old address as well as the new subscription rates single subscriptions $1 50 per year six months $l payable in advance single copies 5 cents each entered at the postofflce at san francisco cal on august 20 1901 as secondclass matter publishing co 1122 1124 mission street phone market 47974,0,0.800287807513123
economic freedom by oliver t beaumont in american federationistwhat is freedom it is the possession and exercise of our god given rights the undisturbed enjoyment of them whether natural civic or political it is life under a government of love rather than of force the people being themselves or by their representatives the law making power it is not permission to do as we please it is not licentiousness it is not a right or a reason for doing wrong it does not imply insubordination to authority but it is permission to do as we ought to do right to be law abiding if free we are god fearing man lov ing freedom is not the permission to do so and be so but it implies that being so and doing thus is the rule not the exception liberty for men to do as they pleased unrestrained and irresponsible would be like the ancient saturnalia short lived it would be anarchial and anarchy is but a growing youth soon ripening into the vigorous manhood of despotismwhen liberty and especially american liberty is referred to we mean the theoretic enunciation and for at least a portion of the american people the actual possession and enjoyment of human rights god given rights rights are not human gifts they are not accepted as a boon from man they are of god s creation and bestowment we thank no man for them if unjustly deprived of them and they through human intervention are restored to us we then will thank hint who has aided us to recover them from the possession of tire robber but god alone is to be praised for the gift this then is liberty the undisturbed possession and enjoyment of god given rights the opening sentence of the declaration of american independence says we hold these truths to be self evident that all men are created equal that they are endowed by their creator with certain inalienable 1 rights among which are life liberty and the pursuit of happiness the equality here announced is an 1 equality of rights not mental moral or physical equality not equality in the possession of privileges patronj age or position in all these there is heaven wide inequality but in god s sight as his creatures all have rights and though they may be robbed of them through decisions of courts the right yet remains though its exercise be forbidden here is the thrust direct at the great lie implied in hereditary or predatory wealth by which monopolies are built up and the bible contradicted when it says that god has made of one blood all men to dwell upon the face of the earth and this great truth of human equality remains and will remain however much the wicked practices of men may run counter to it and the american people be guilty of inconsistency in their glorious proclamation and their inglorious enslavement of the millions who through labor produce the wealth of the nation the right to live and let live no j man or set of men dispute and the opposite none should attempt to monopolize it is the essence of tyranny to monopolize the blessings vouchsafed to man when men do not enjoy them they are not free society owes it to all its members to protect them in the undisturbed enjoyment of life liberty equality and security of person and property except for crime committed no government through its judicial officers should interfere the penalty of the law may deprive men of their liberty degrade them from equality take away from them property or i life but while innocent and all men are considered so until proved other wise no man should be deprived of these without his consent or by trial by an impartial jury we glory as a nation in thus being j free we call no man master our i position is after having asserted the equality of men that government is established for the good of the governed not certain classes but the whole and that government derives j just powers from the consent of the i governed and that whenever any form of government fails to secure life liberty and the pursuit of happij ness it is the right of the people to alter or abolish it and institute one i that will secure these ends there is thus retained in the hands of the peopie the power of correcting abuses being themselves the sovereigns and choosing from time to time their leg islators and executive officers our motto as americans should be opinion may be left free if reason is left free to combat it our constitutional provision that congress shall make no law abridging the freedom of speech and of the press or of the rights of the people peaceably to assemble and to petition the government for a redress of grievances should be one of our greatest safeguards such in theory at least is american freedom and if we are told that practically in reference to the great army of wealth producers it is abrogated or denied we admit the charge and blush and for glaring inconsistency we tremble as we think that god is just for he has no attributes that will permit him to take sides with the oppressor against the oppressed here is our chief deficiency here is a vulnerable point which labor should fight for to see that every man has the privilege of casting his ballot and that ballot recorded as cast then that every elected official shall perform his duty to all the people many are the fears of the friends of freedom many are the predictions of the foes of free institutions let us not be blind to dangers nor refrain from looking at those things that suggest danger have we nothing to fear from the disposition of our people to act in masses swayed controlled by political leaders which they too often blindly follow have we nothing to fear from the ambition of men seeking public office that spirit of diotrephes who loved to have the pre eminence there arc patriots and patriotism is not a mere name but all are not patriots who pretend to be so before aye even after they are elected to office there arc those who would sell their country s birthright for a mess of pottage there are multitudes who have their price and like arnold would betray the lust for office and power engenders many a corrupt bargain and leads to many a condition in which liberty suffers and her children bleed we would have nothing to fear from those who exclaim o that i were made a judge in the land that every man who hath any suit or cause might come unto me and i would do him justice we have everything to fear from the decisions and acts of men high in official stations who are indifferent to the interests of the people is not ignorance and indifference and a disregard of the rights of the people when exhibited by them more fatal in its influence than when seen in men in less conspicuous positions their position gives them power their official pre eminence makes their example prevail have we nothing to fear from the internal feuds and the agitation of questions that seem to conflict with the pecuniary interests of men as between capital and the workers and which threaten a dissolution of amicable relations between the two unless justice is done have we nothing to fear from foreign immigration we will do the emigrant no injustice many of them are friends of liberty hard working and a valuable accession to us but there are others who are cast out by the foreign authorities paupers and criminals sent here in order that their governments may be delivered from the burden of providing for them every fifth man among us is a foreigner by birth we would not completely stay the tide that is setting upon us but educated as the great mass of these are under institutions so different from our own have we nothing to fear if they are left to the designs of artful politicians only a few years ago a man of foreign rank and title in speaking of america said the government of the united states ought not to stand and it will not stand but it will be destroyed by subversion and not by conquest the plan is this to send over the surplus population of europe they will go over with foreign feelings and will form a heterogeneous mass and in the course of time will be prepared to rise and subvert the government such was his language and being thus forewarned shall we fail to be fully arrfied what is the remedy we find it in economic liberty and civil liberty they must exert their united influence in the training of freedom s sons and daughters this indeed is freedom he who is imbued with the spirit of liberty will be law abiding not despising government i et the spirit of justice prevail and men will learn to respect one another that vaulting ambition which now threatens so much evil will be restrained the bad example of men in high places will give place to the manifestation of things lovely and of good report prosperity will afford means of doing good instead of luxurious indulgences and enervating pleasures when this spirit predominates then the dangers that threaten our free institutions will vanish like the mist of the morning industrial slavery will no more like the blood of abel cry aloud for vengeance no more will pampered luxury indulge itself while i azarus lies neglected at the gate no more will wealth be the all absorbing pursuit and no more will the cry of hunger be heard from,0,0.8287615842494885
bond marketgovernment bonds have been do ing a good many jig saws on the market tt is revealed that the treasury and federal reserve board with the help of many leading banks throughout the country have supported bonds and kept an orderly market when the government forces quit buying the price of bonds went clown apparently the new policy of the treasury will be to protect bonds against raids by speculators and against being unreasonably depres sed they ll see how this works for awhile j,0,0.7952612633920866
